Student ID,grade,school_name,reading_score,math_score
20727,9th,Bailey High School,77,61
20728,12th,Bailey High School,93,68
20729,9th,Bailey High School,72,77
20730,10th,Bailey High School,92,94
20731,10th,Bailey High School,97,68
20732,9th,Bailey High School,71,82
20733,9th,Bailey High School,83,72
20734,12th,Bailey High School,66,77
20735,9th,Bailey High School,84,77
20736,12th,Bailey High School,72,68
20737,12th,Bailey High School,72,73
20738,10th,Bailey High School,97,99
20739,12th,Bailey High School,75,95
20740,9th,Bailey High School,78,92
20741,10th,Bailey High School,84,99
20742,9th,Bailey High School,99,77
20743,9th,Bailey High School,77,91
20744,12th,Bailey High School,69,66
20745,9th,Bailey High School,94,62
20746,10th,Bailey High School,71,57
20747,10th,Bailey High School,87,89
20748,12th,Bailey High School,64,83
20749,9th,Bailey High School,84,66
20750,12th,Bailey High School,79,72
20751,10th,Bailey High School,87,73
20752,11th,Bailey High School,64,81
20753,10th,Bailey High School,96,97
20754,10th,Bailey High School,67,78
20755,11th,Bailey High School,80,56
20756,10th,Bailey High School,91,96
20757,9th,Bailey High School,94,55
20758,10th,Bailey High School,85,96
20759,11th,Bailey High School,65,97
20760,11th,Bailey High School,69,72
20761,9th,Bailey High School,81,84
20762,11th,Bailey High School,68,86
20763,12th,Bailey High School,64,56
20764,12th,Bailey High School,94,80
20765,11th,Bailey High School,67,82
20766,11th,Bailey High School,96,79
20767,9th,Bailey High School,82,82
20768,9th,Bailey High School,63,65
20769,11th,Bailey High School,75,66
20770,9th,Bailey High School,74,60
20771,9th,Bailey High School,92,89
20772,9th,Bailey High School,96,56
20773,9th,Bailey High School,88,81
20774,11th,Bailey High School,73,76
20775,11th,Bailey High School,80,65
20776,12th,Bailey High School,73,74
20777,9th,Bailey High School,67,96
20778,12th,Bailey High School,67,93
20779,9th,Bailey High School,65,70
20780,10th,Bailey High School,73,60
20781,9th,Bailey High School,77,78
20782,11th,Bailey High School,65,98
20783,9th,Bailey High School,73,82
20784,10th,Bailey High School,73,73
20785,11th,Bailey High School,80,88
20786,10th,Bailey High School,72,66
20787,10th,Bailey High School,64,68
20788,10th,Bailey High School,79,70
20789,11th,Bailey High School,85,78
20790,12th,Bailey High School,65,65
20791,9th,Bailey High School,88,58
20792,9th,Bailey High School,99,67
20793,10th,Bailey High School,71,98
20794,12th,Bailey High School,90,98
20795,9th,Bailey High School,64,60
20796,9th,Bailey High School,66,88
20797,11th,Bailey High School,85,89
20798,10th,Bailey High School,74,64
20799,10th,Bailey High School,81,62
20800,9th,Bailey High School,91,77
20801,12th,Bailey High School,72,61
20802,11th,Bailey High School,93,79
20803,9th,Bailey High School,68,81
20804,10th,Bailey High School,87,91
20805,12th,Bailey High School,85,92
20806,12th,Bailey High School,85,95
20807,12th,Bailey High School,90,88
20808,11th,Bailey High School,99,76
20809,9th,Bailey High School,95,74
20810,9th,Bailey High School,91,88
20811,12th,Bailey High School,65,69
20812,9th,Bailey High School,95,75
20813,12th,Bailey High School,81,77
20814,11th,Bailey High School,95,84
20815,9th,Bailey High School,78,89
20816,10th,Bailey High School,87,66
20817,11th,Bailey High School,88,65
20818,10th,Bailey High School,71,95
20819,10th,Bailey High School,82,79
20820,10th,Bailey High School,85,67
20821,9th,Bailey High School,96,75
20822,9th,Bailey High School,69,97
20823,11th,Bailey High School,64,92
20824,11th,Bailey High School,65,55
20825,11th,Bailey High School,85,86
20826,9th,Bailey High School,86,82
20827,9th,Bailey High School,97,63
20828,9th,Bailey High School,83,84
20829,9th,Bailey High School,84,70
20830,9th,Bailey High School,74,78
20831,9th,Bailey High School,64,91
20832,11th,Bailey High School,67,89
20833,10th,Bailey High School,70,93
20834,11th,Bailey High School,71,76
20835,9th,Bailey High School,80,73
20836,12th,Bailey High School,94,77
20837,11th,Bailey High School,89,92
20838,12th,Bailey High School,72,64
20839,11th,Bailey High School,66,60
20840,11th,Bailey High School,71,92
20841,11th,Bailey High School,88,82
20842,11th,Bailey High School,63,63
20843,10th,Bailey High School,79,88
20844,11th,Bailey High School,84,71
20845,12th,Bailey High School,89,56
20846,10th,Bailey High School,70,64
20847,10th,Bailey High School,95,87
20848,11th,Bailey High School,97,55
20849,10th,Bailey High School,69,62
20850,11th,Bailey High School,98,95
20851,11th,Bailey High School,82,76
20852,10th,Bailey High School,88,61
20853,10th,Bailey High School,84,64
20854,12th,Bailey High School,76,88
20855,9th,Bailey High School,89,69
20856,9th,Bailey High School,82,86
20857,9th,Bailey High School,92,63
20858,11th,Bailey High School,88,93
20859,10th,Bailey High School,96,96
20860,12th,Bailey High School,97,91
20861,10th,Bailey High School,97,80
20862,10th,Bailey High School,81,89
20863,12th,Bailey High School,70,99
20864,9th,Bailey High School,72,67
20865,10th,Bailey High School,87,64
20866,10th,Bailey High School,73,80
20867,12th,Bailey High School,88,64
20868,11th,Bailey High School,83,76
20869,12th,Bailey High School,63,88
20870,10th,Bailey High School,84,88
20871,12th,Bailey High School,65,69
20872,11th,Bailey High School,79,64
20873,11th,Bailey High School,64,69
20874,9th,Bailey High School,71,77
20875,11th,Bailey High School,82,91
20876,10th,Bailey High School,93,85
20877,9th,Bailey High School,64,82
20878,9th,Bailey High School,95,84
20879,12th,Bailey High School,73,70
20880,9th,Bailey High School,66,93
20881,10th,Bailey High School,95,87
20882,12th,Bailey High School,68,66
20883,9th,Bailey High School,89,79
20884,9th,Bailey High School,64,92
20885,12th,Bailey High School,74,77
20886,12th,Bailey High School,76,59
20887,9th,Bailey High School,80,90
20888,11th,Bailey High School,66,56
20889,11th,Bailey High School,83,87
20890,11th,Bailey High School,80,57
20891,11th,Bailey High School,87,62
20892,11th,Bailey High School,96,76
20893,10th,Bailey High School,75,62
20894,9th,Bailey High School,77,74
20895,10th,Bailey High School,84,98
20896,9th,Bailey High School,69,90
20897,12th,Bailey High School,92,94
20898,9th,Bailey High School,94,80
20899,10th,Bailey High School,75,92
20900,10th,Bailey High School,74,56
20901,9th,Bailey High School,73,78
20902,12th,Bailey High School,85,87
20903,12th,Bailey High School,97,72
20904,11th,Bailey High School,77,80
20905,10th,Bailey High School,65,58
20906,9th,Bailey High School,76,61
20907,10th,Bailey High School,90,57
20908,11th,Bailey High School,99,67
20909,11th,Bailey High School,86,64
20910,9th,Bailey High School,91,99
20911,10th,Bailey High School,78,84
20912,12th,Bailey High School,73,59
20913,12th,Bailey High School,97,65
20914,12th,Bailey High School,78,84
20915,9th,Bailey High School,97,66
20916,9th,Bailey High School,73,86
20917,11th,Bailey High School,83,77
20918,12th,Bailey High School,81,88
20919,9th,Bailey High School,98,79
20920,11th,Bailey High School,94,93
20921,12th,Bailey High School,69,83
20922,10th,Bailey High School,74,68
20923,9th,Bailey High School,71,74
20924,12th,Bailey High School,63,95
20925,9th,Bailey High School,88,59
20926,11th,Bailey High School,63,76
20927,9th,Bailey High School,80,84
20928,12th,Bailey High School,75,86
20929,9th,Bailey High School,87,86
20930,10th,Bailey High School,91,93
20931,11th,Bailey High School,73,77
20932,11th,Bailey High School,77,75
20933,12th,Bailey High School,64,99
20934,10th,Bailey High School,84,66
20935,10th,Bailey High School,83,96
20936,12th,Bailey High School,67,91
20937,11th,Bailey High School,63,86
20938,10th,Bailey High School,66,67
20939,12th,Bailey High School,70,68
20940,12th,Bailey High School,73,77
20941,11th,Bailey High School,88,73
20942,9th,Bailey High School,92,81
20943,10th,Bailey High School,88,92
20944,12th,Bailey High School,70,99
20945,11th,Bailey High School,93,99
20946,10th,Bailey High School,92,86
20947,11th,Bailey High School,86,78
20948,10th,Bailey High School,91,98
20949,11th,Bailey High School,78,83
20950,9th,Bailey High School,92,87
20951,11th,Bailey High School,70,62
20952,11th,Bailey High School,76,86
20953,10th,Bailey High School,90,83
20954,12th,Bailey High School,65,93
20955,12th,Bailey High School,72,61
20956,12th,Bailey High School,84,55
20957,10th,Bailey High School,89,62
20958,11th,Bailey High School,87,89
20959,11th,Bailey High School,83,87
20960,9th,Bailey High School,76,61
20961,12th,Bailey High School,82,81
20962,11th,Bailey High School,73,79
20963,12th,Bailey High School,87,72
20964,10th,Bailey High School,83,84
20965,9th,Bailey High School,70,94
20966,9th,Bailey High School,88,84
20967,10th,Bailey High School,71,73
20968,11th,Bailey High School,81,92
20969,10th,Bailey High School,64,66
20970,9th,Bailey High School,81,85
20971,9th,Bailey High School,95,96
20972,11th,Bailey High School,64,81
20973,10th,Bailey High School,90,78
20974,12th,Bailey High School,82,94
20975,10th,Bailey High School,90,71
20976,11th,Bailey High School,63,84
20977,10th,Bailey High School,97,80
20978,12th,Bailey High School,84,79
20979,9th,Bailey High School,74,69
20980,10th,Bailey High School,66,74
20981,10th,Bailey High School,65,67
20982,11th,Bailey High School,63,96
20983,11th,Bailey High School,77,61
20984,9th,Bailey High School,81,82
20985,11th,Bailey High School,78,55
20986,12th,Bailey High School,69,63
20987,11th,Bailey High School,98,79
20988,11th,Bailey High School,67,81
20989,12th,Bailey High School,86,85
20990,9th,Bailey High School,72,58
20991,11th,Bailey High School,82,84
20992,10th,Bailey High School,67,67
20993,9th,Bailey High School,87,97
20994,9th,Bailey High School,66,61
20995,11th,Bailey High School,89,76
20996,11th,Bailey High School,90,97
20997,9th,Bailey High School,69,65
20998,12th,Bailey High School,88,92
20999,10th,Bailey High School,85,85
21000,12th,Bailey High School,97,66
21001,11th,Bailey High School,89,84
21002,9th,Bailey High School,92,55
21003,9th,Bailey High School,65,67
21004,9th,Bailey High School,96,65
21005,12th,Bailey High School,84,55
21006,10th,Bailey High School,68,94
21007,9th,Bailey High School,86,85
21008,12th,Bailey High School,96,91
21009,9th,Bailey High School,76,81
21010,10th,Bailey High School,82,86
21011,9th,Bailey High School,64,72
21012,9th,Bailey High School,85,62
21013,10th,Bailey High School,83,88
21014,9th,Bailey High School,64,77
21015,10th,Bailey High School,66,90
21016,9th,Bailey High School,87,82
21017,12th,Bailey High School,87,60
21018,9th,Bailey High School,70,66
21019,9th,Bailey High School,80,63
21020,10th,Bailey High School,94,88
21021,10th,Bailey High School,71,77
21022,9th,Bailey High School,95,62
21023,12th,Bailey High School,65,90
21024,9th,Bailey High School,85,62
21025,11th,Bailey High School,77,80
21026,10th,Bailey High School,98,75
21027,9th,Bailey High School,66,75
21028,11th,Bailey High School,98,65
21029,12th,Bailey High School,87,93
21030,12th,Bailey High School,92,83
21031,11th,Bailey High School,77,85
21032,11th,Bailey High School,99,75
21033,12th,Bailey High School,66,86
21034,12th,Bailey High School,78,57
21035,10th,Bailey High School,83,78
21036,10th,Bailey High School,89,62
21037,10th,Bailey High School,76,73
21038,9th,Bailey High School,70,59
21039,11th,Bailey High School,95,91
21040,11th,Bailey High School,98,93
21041,9th,Bailey High School,67,84
21042,10th,Bailey High School,66,92
21043,11th,Bailey High School,67,95
21044,12th,Bailey High School,68,77
21045,12th,Bailey High School,72,95
21046,12th,Bailey High School,83,75
21047,9th,Bailey High School,99,89
21048,10th,Bailey High School,84,96
21049,11th,Bailey High School,78,83
21050,10th,Bailey High School,90,76
21051,12th,Bailey High School,98,73
21052,12th,Bailey High School,74,61
21053,12th,Bailey High School,83,80
21054,10th,Bailey High School,92,57
21055,12th,Bailey High School,97,80
21056,10th,Bailey High School,92,66
21057,11th,Bailey High School,72,74
21058,11th,Bailey High School,93,95
21059,10th,Bailey High School,96,78
21060,10th,Bailey High School,66,64
21061,11th,Bailey High School,85,99
21062,9th,Bailey High School,69,94
21063,10th,Bailey High School,91,92
21064,11th,Bailey High School,67,91
21065,11th,Bailey High School,90,59
21066,10th,Bailey High School,79,67
21067,11th,Bailey High School,90,94
21068,10th,Bailey High School,75,79
21069,10th,Bailey High School,97,81
21070,9th,Bailey High School,98,64
21071,11th,Bailey High School,95,59
21072,9th,Bailey High School,77,74
21073,9th,Bailey High School,91,82
21074,9th,Bailey High School,85,67
21075,11th,Bailey High School,76,66
21076,9th,Bailey High School,94,65
21077,10th,Bailey High School,79,81
21078,10th,Bailey High School,66,71
21079,9th,Bailey High School,71,81
21080,9th,Bailey High School,69,55
21081,11th,Bailey High School,70,87
21082,10th,Bailey High School,69,78
21083,12th,Bailey High School,96,83
21084,9th,Bailey High School,67,75
21085,9th,Bailey High School,82,77
21086,11th,Bailey High School,95,84
21087,12th,Bailey High School,90,68
21088,11th,Bailey High School,81,70
21089,11th,Bailey High School,65,86
21090,12th,Bailey High School,77,98
21091,12th,Bailey High School,63,74
21092,10th,Bailey High School,81,92
21093,10th,Bailey High School,98,96
21094,9th,Bailey High School,89,62
21095,11th,Bailey High School,82,65
21096,10th,Bailey High School,86,60
21097,10th,Bailey High School,87,65
21098,10th,Bailey High School,70,97
21099,11th,Bailey High School,78,60
21100,11th,Bailey High School,98,88
21101,9th,Bailey High School,65,61
21102,11th,Bailey High School,76,87
21103,10th,Bailey High School,68,69
21104,10th,Bailey High School,94,94
21105,9th,Bailey High School,68,63
21106,9th,Bailey High School,95,63
21107,9th,Bailey High School,78,68
21108,10th,Bailey High School,93,59
21109,10th,Bailey High School,94,93
21110,11th,Bailey High School,65,84
21111,10th,Bailey High School,63,89
21112,11th,Bailey High School,84,72
21113,11th,Bailey High School,76,93
21114,11th,Bailey High School,73,61
21115,11th,Bailey High School,95,82
21116,9th,Bailey High School,86,73
21117,11th,Bailey High School,78,78
21118,10th,Bailey High School,97,80
21119,10th,Bailey High School,92,92
21120,9th,Bailey High School,92,73
21121,11th,Bailey High School,63,94
21122,10th,Bailey High School,98,70
21123,12th,Bailey High School,83,94
21124,9th,Bailey High School,81,97
21125,9th,Bailey High School,98,55
21126,12th,Bailey High School,75,56
21127,11th,Bailey High School,84,71
21128,9th,Bailey High School,90,92
21129,12th,Bailey High School,70,74
21130,10th,Bailey High School,71,81
21131,11th,Bailey High School,71,85
21132,9th,Bailey High School,93,98
21133,10th,Bailey High School,92,71
21134,12th,Bailey High School,76,56
21135,10th,Bailey High School,84,76
21136,9th,Bailey High School,68,56
21137,11th,Bailey High School,92,58
21138,12th,Bailey High School,96,57
21139,12th,Bailey High School,87,62
21140,11th,Bailey High School,88,83
21141,9th,Bailey High School,94,89
21142,11th,Bailey High School,65,71
21143,11th,Bailey High School,99,67
21144,10th,Bailey High School,88,77
21145,9th,Bailey High School,85,66
21146,10th,Bailey High School,66,97
21147,12th,Bailey High School,92,58
21148,10th,Bailey High School,92,76
21149,9th,Bailey High School,69,75
21150,12th,Bailey High School,68,59
21151,9th,Bailey High School,68,65
21152,11th,Bailey High School,75,63
21153,12th,Bailey High School,93,83
21154,12th,Bailey High School,68,79
21155,12th,Bailey High School,83,55
21156,12th,Bailey High School,90,69
21157,10th,Bailey High School,72,89
21158,10th,Bailey High School,83,81
21159,9th,Bailey High School,90,63
21160,9th,Bailey High School,92,68
21161,10th,Bailey High School,77,76
21162,10th,Bailey High School,78,88
21163,11th,Bailey High School,66,99
21164,9th,Bailey High School,87,73
21165,9th,Bailey High School,76,77
21166,11th,Bailey High School,89,83
21167,12th,Bailey High School,75,85
21168,12th,Bailey High School,99,59
21169,9th,Bailey High School,70,60
21170,11th,Bailey High School,84,94
21171,10th,Bailey High School,72,69
21172,9th,Bailey High School,83,89
21173,9th,Bailey High School,96,87
21174,10th,Bailey High School,83,61
21175,9th,Bailey High School,78,66
21176,11th,Bailey High School,98,78
21177,9th,Bailey High School,98,65
21178,11th,Bailey High School,71,91
21179,12th,Bailey High School,78,87
21180,10th,Bailey High School,76,98
21181,10th,Bailey High School,93,90
21182,9th,Bailey High School,75,64
21183,11th,Bailey High School,65,92
21184,10th,Bailey High School,85,60
21185,10th,Bailey High School,83,57
21186,10th,Bailey High School,95,85
21187,11th,Bailey High School,89,77
21188,11th,Bailey High School,96,76
21189,11th,Bailey High School,95,83
21190,12th,Bailey High School,77,82
21191,11th,Bailey High School,70,75
21192,9th,Bailey High School,86,67
21193,9th,Bailey High School,88,89
21194,12th,Bailey High School,93,90
21195,11th,Bailey High School,82,69
21196,10th,Bailey High School,84,98
21197,12th,Bailey High School,91,93
21198,9th,Bailey High School,96,90
21199,9th,Bailey High School,92,76
21200,10th,Bailey High School,91,75
21201,9th,Bailey High School,64,63
21202,12th,Bailey High School,94,98
21203,11th,Bailey High School,70,88
21204,9th,Bailey High School,66,56
21205,9th,Bailey High School,65,99
21206,11th,Bailey High School,89,73
21207,10th,Bailey High School,74,71
21208,9th,Bailey High School,69,58
21209,11th,Bailey High School,92,93
21210,10th,Bailey High School,73,73
21211,11th,Bailey High School,70,65
21212,10th,Bailey High School,74,61
21213,11th,Bailey High School,96,78
21214,9th,Bailey High School,94,90
21215,10th,Bailey High School,73,74
21216,9th,Bailey High School,68,77
21217,10th,Bailey High School,65,73
21218,11th,Bailey High School,69,96
21219,11th,Bailey High School,74,82
21220,9th,Bailey High School,93,55
21221,10th,Bailey High School,92,76
21222,11th,Bailey High School,78,91
21223,11th,Bailey High School,69,58
21224,9th,Bailey High School,97,93
21225,9th,Bailey High School,70,61
21226,9th,Bailey High School,91,64
21227,10th,Bailey High School,66,65
21228,11th,Bailey High School,80,88
21229,9th,Bailey High School,96,58
21230,11th,Bailey High School,77,70
21231,11th,Bailey High School,95,64
21232,12th,Bailey High School,66,69
21233,10th,Bailey High School,78,74
21234,11th,Bailey High School,82,93
21235,11th,Bailey High School,76,67
21236,9th,Bailey High School,99,97
21237,9th,Bailey High School,82,69
21238,11th,Bailey High School,69,84
21239,12th,Bailey High School,82,73
21240,12th,Bailey High School,91,61
21241,12th,Bailey High School,70,75
21242,12th,Bailey High School,90,88
21243,11th,Bailey High School,89,78
21244,11th,Bailey High School,73,87
21245,11th,Bailey High School,94,74
21246,12th,Bailey High School,78,61
21247,9th,Bailey High School,97,68
21248,9th,Bailey High School,78,76
21249,12th,Bailey High School,92,78
21250,12th,Bailey High School,82,59
21251,10th,Bailey High School,73,63
21252,10th,Bailey High School,77,98
21253,11th,Bailey High School,97,76
21254,9th,Bailey High School,65,77
21255,12th,Bailey High School,75,93
21256,10th,Bailey High School,65,96
21257,9th,Bailey High School,65,77
21258,9th,Bailey High School,89,87
21259,12th,Bailey High School,99,58
21260,12th,Bailey High School,65,88
21261,9th,Bailey High School,81,55
21262,10th,Bailey High School,89,61
21263,12th,Bailey High School,65,68
21264,10th,Bailey High School,80,58
21265,11th,Bailey High School,76,61
21266,9th,Bailey High School,96,69
21267,11th,Bailey High School,90,86
21268,11th,Bailey High School,75,97
21269,11th,Bailey High School,72,90
21270,11th,Bailey High School,98,81
21271,12th,Bailey High School,83,68
21272,9th,Bailey High School,67,59
21273,9th,Bailey High School,75,69
21274,9th,Bailey High School,83,96
21275,10th,Bailey High School,80,70
21276,9th,Bailey High School,78,82
21277,9th,Bailey High School,73,90
21278,11th,Bailey High School,76,68
21279,10th,Bailey High School,98,95
21280,9th,Bailey High School,70,89
21281,9th,Bailey High School,99,71
21282,10th,Bailey High School,88,60
21283,11th,Bailey High School,65,68
21284,12th,Bailey High School,84,87
21285,9th,Bailey High School,83,78
21286,11th,Bailey High School,82,77
21287,10th,Bailey High School,84,83
21288,11th,Bailey High School,69,63
21289,12th,Bailey High School,72,65
21290,10th,Bailey High School,98,64
21291,10th,Bailey High School,79,91
21292,11th,Bailey High School,91,67
21293,10th,Bailey High School,71,99
21294,9th,Bailey High School,69,93
21295,10th,Bailey High School,68,59
21296,10th,Bailey High School,82,82
21297,12th,Bailey High School,73,89
21298,12th,Bailey High School,92,69
21299,12th,Bailey High School,79,69
21300,12th,Bailey High School,63,92
21301,10th,Bailey High School,83,96
21302,9th,Bailey High School,64,83
21303,9th,Bailey High School,99,56
21304,9th,Bailey High School,76,81
21305,9th,Bailey High School,72,83
21306,10th,Bailey High School,94,86
21307,12th,Bailey High School,85,77
21308,11th,Bailey High School,95,95
21309,10th,Bailey High School,97,58
21310,10th,Bailey High School,92,82
21311,12th,Bailey High School,95,94
21312,12th,Bailey High School,85,77
21313,9th,Bailey High School,85,87
21314,10th,Bailey High School,78,94
21315,9th,Bailey High School,69,66
21316,11th,Bailey High School,86,77
21317,9th,Bailey High School,64,55
21318,9th,Bailey High School,84,59
21319,9th,Bailey High School,67,89
21320,12th,Bailey High School,98,86
21321,12th,Bailey High School,88,56
21322,10th,Bailey High School,83,70
21323,12th,Bailey High School,98,59
21324,11th,Bailey High School,84,86
21325,9th,Bailey High School,86,70
21326,11th,Bailey High School,80,98
21327,9th,Bailey High School,75,75
21328,12th,Bailey High School,73,67
21329,10th,Bailey High School,78,90
21330,9th,Bailey High School,66,96
21331,10th,Bailey High School,66,74
21332,11th,Bailey High School,71,66
21333,10th,Bailey High School,89,60
21334,12th,Bailey High School,75,70
21335,12th,Bailey High School,79,96
21336,11th,Bailey High School,95,69
21337,9th,Bailey High School,79,57
21338,10th,Bailey High School,90,97
21339,12th,Bailey High School,92,82
21340,10th,Bailey High School,99,63
21341,11th,Bailey High School,85,81
21342,12th,Bailey High School,81,87
21343,11th,Bailey High School,87,61
21344,9th,Bailey High School,69,97
21345,11th,Bailey High School,88,94
21346,11th,Bailey High School,92,63
21347,12th,Bailey High School,83,61
21348,11th,Bailey High School,64,84
21349,12th,Bailey High School,65,65
21350,12th,Bailey High School,85,78
21351,9th,Bailey High School,86,71
21352,12th,Bailey High School,80,83
21353,9th,Bailey High School,67,92
21354,11th,Bailey High School,73,81
21355,11th,Bailey High School,91,76
21356,9th,Bailey High School,74,76
21357,12th,Bailey High School,81,86
21358,9th,Bailey High School,93,84
21359,11th,Bailey High School,77,62
21360,10th,Bailey High School,77,96
21361,12th,Bailey High School,81,75
21362,9th,Bailey High School,94,80
21363,9th,Bailey High School,70,85
21364,9th,Bailey High School,82,55
21365,11th,Bailey High School,92,61
21366,10th,Bailey High School,68,61
21367,11th,Bailey High School,81,82
21368,12th,Bailey High School,87,81
21369,11th,Bailey High School,88,59
21370,11th,Bailey High School,81,66
21371,10th,Bailey High School,64,75
21372,11th,Bailey High School,75,66
21373,11th,Bailey High School,98,67
21374,11th,Bailey High School,68,63
21375,10th,Bailey High School,82,77
21376,11th,Bailey High School,68,59
21377,9th,Bailey High School,82,73
21378,9th,Bailey High School,78,63
21379,11th,Bailey High School,64,97
21380,9th,Bailey High School,80,97
21381,10th,Bailey High School,77,87
21382,10th,Bailey High School,87,96
21383,12th,Bailey High School,76,64
21384,12th,Bailey High School,67,67
21385,11th,Bailey High School,74,63
21386,9th,Bailey High School,67,86
21387,10th,Bailey High School,92,87
21388,10th,Bailey High School,63,67
21389,10th,Bailey High School,71,75
21390,10th,Bailey High School,87,88
21391,11th,Bailey High School,75,71
21392,11th,Bailey High School,65,95
21393,11th,Bailey High School,95,84
21394,9th,Bailey High School,94,65
21395,12th,Bailey High School,63,72
21396,12th,Bailey High School,72,63
21397,11th,Bailey High School,89,93
21398,10th,Bailey High School,69,78
21399,9th,Bailey High School,82,71
21400,9th,Bailey High School,88,96
21401,12th,Bailey High School,98,68
21402,11th,Bailey High School,97,59
21403,9th,Bailey High School,70,60
21404,11th,Bailey High School,75,97
21405,12th,Bailey High School,64,97
21406,12th,Bailey High School,84,67
21407,12th,Bailey High School,92,58
21408,11th,Bailey High School,73,90
21409,9th,Bailey High School,75,87
21410,11th,Bailey High School,87,95
21411,9th,Bailey High School,87,76
21412,11th,Bailey High School,78,77
21413,10th,Bailey High School,80,87
21414,12th,Bailey High School,81,92
21415,11th,Bailey High School,84,88
21416,11th,Bailey High School,80,71
21417,12th,Bailey High School,78,67
21418,9th,Bailey High School,65,81
21419,12th,Bailey High School,80,89
21420,12th,Bailey High School,64,81
21421,12th,Bailey High School,90,84
21422,11th,Bailey High School,88,71
21423,9th,Bailey High School,82,95
21424,10th,Bailey High School,78,80
21425,9th,Bailey High School,95,62
21426,9th,Bailey High School,64,91
21427,12th,Bailey High School,95,65
21428,10th,Bailey High School,91,83
21429,10th,Bailey High School,93,73
21430,9th,Bailey High School,84,61
21431,12th,Bailey High School,88,71
21432,9th,Bailey High School,97,98
21433,12th,Bailey High School,82,62
21434,10th,Bailey High School,63,80
21435,10th,Bailey High School,65,58
21436,11th,Bailey High School,80,96
21437,10th,Bailey High School,86,74
21438,12th,Bailey High School,77,57
21439,10th,Bailey High School,83,73
21440,9th,Bailey High School,81,73
21441,11th,Bailey High School,92,82
21442,11th,Bailey High School,95,91
21443,9th,Bailey High School,67,84
21444,11th,Bailey High School,88,79
21445,9th,Bailey High School,99,61
21446,11th,Bailey High School,81,73
21447,12th,Bailey High School,98,65
21448,10th,Bailey High School,79,94
21449,9th,Bailey High School,92,91
21450,10th,Bailey High School,98,69
21451,11th,Bailey High School,93,72
21452,12th,Bailey High School,80,72
21453,9th,Bailey High School,76,71
21454,12th,Bailey High School,94,99
21455,9th,Bailey High School,72,74
21456,10th,Bailey High School,96,67
21457,10th,Bailey High School,63,93
21458,9th,Bailey High School,83,55
21459,10th,Bailey High School,65,72
21460,9th,Bailey High School,94,83
21461,9th,Bailey High School,82,90
21462,9th,Bailey High School,82,98
21463,11th,Bailey High School,87,85
21464,12th,Bailey High School,91,77
21465,11th,Bailey High School,90,59
21466,11th,Bailey High School,74,75
21467,10th,Bailey High School,79,77
21468,11th,Bailey High School,95,68
21469,11th,Bailey High School,68,97
21470,12th,Bailey High School,67,69
21471,11th,Bailey High School,86,76
21472,12th,Bailey High School,82,99
21473,9th,Bailey High School,90,70
21474,12th,Bailey High School,73,96
21475,9th,Bailey High School,79,84
21476,11th,Bailey High School,89,57
21477,11th,Bailey High School,85,99
21478,9th,Bailey High School,75,69
21479,10th,Bailey High School,67,77
21480,12th,Bailey High School,93,71
21481,9th,Bailey High School,69,92
21482,12th,Bailey High School,75,87
21483,9th,Bailey High School,82,78
21484,9th,Bailey High School,67,80
21485,10th,Bailey High School,75,71
21486,11th,Bailey High School,96,87
21487,10th,Bailey High School,98,79
21488,12th,Bailey High School,81,62
21489,12th,Bailey High School,68,98
21490,11th,Bailey High School,76,92
21491,9th,Bailey High School,70,64
21492,11th,Bailey High School,76,91
21493,10th,Bailey High School,78,68
21494,10th,Bailey High School,99,90
21495,11th,Bailey High School,68,92
21496,9th,Bailey High School,70,97
21497,10th,Bailey High School,64,72
21498,10th,Bailey High School,95,81
21499,10th,Bailey High School,69,63
21500,12th,Bailey High School,71,89
21501,9th,Bailey High School,80,84
21502,12th,Bailey High School,76,99
21503,12th,Bailey High School,99,58
21504,12th,Bailey High School,97,87
21505,11th,Bailey High School,69,66
21506,9th,Bailey High School,86,58
21507,10th,Bailey High School,72,69
21508,9th,Bailey High School,99,98
21509,11th,Bailey High School,82,58
21510,10th,Bailey High School,73,65
21511,9th,Bailey High School,87,87
21512,12th,Bailey High School,68,56
21513,9th,Bailey High School,65,90
21514,9th,Bailey High School,96,61
21515,9th,Bailey High School,66,65
21516,9th,Bailey High School,70,73
21517,11th,Bailey High School,69,97
21518,9th,Bailey High School,64,77
21519,11th,Bailey High School,70,86
21520,9th,Bailey High School,68,63
21521,10th,Bailey High School,67,62
21522,10th,Bailey High School,96,58
21523,9th,Bailey High School,68,75
21524,9th,Bailey High School,98,76
21525,12th,Bailey High School,86,72
21526,12th,Bailey High School,87,87
21527,9th,Bailey High School,66,89
21528,12th,Bailey High School,79,63
21529,12th,Bailey High School,99,57
21530,10th,Bailey High School,63,87
21531,9th,Bailey High School,92,75
21532,11th,Bailey High School,77,69
21533,10th,Bailey High School,88,99
21534,11th,Bailey High School,96,60
21535,9th,Bailey High School,66,98
21536,11th,Bailey High School,91,62
21537,10th,Bailey High School,64,64
21538,9th,Bailey High School,69,94
21539,9th,Bailey High School,70,60
21540,12th,Bailey High School,65,81
21541,12th,Bailey High School,97,67
21542,9th,Bailey High School,73,86
21543,11th,Bailey High School,85,57
21544,10th,Bailey High School,68,69
21545,12th,Bailey High School,98,76
21546,10th,Bailey High School,99,70
21547,9th,Bailey High School,83,76
21548,10th,Bailey High School,86,60
